time_ns,time_ns_std,selectivity,density,skewness_factor,max_len_pow,max_len,set_count,element_count,element_bytes,element_bytes_pow,time_s,throughput_eps,time_ns/element,time_s/element,throughput_vs_branchless_merge,throughput_vs_broadcast_sse,throughput_vs_broadcast_avx2,throughput_vs_broadcast_avx512
1738895.1333333333,6062.150755484577,0.03,0.0,0.0,20,1048576,2,2097152,8388608,23.0,0.0017388951333333334,1206025573.2500181,0.8291698137919108,8.291698137919108e-10,3.2983155357614624,1.0,0.5878085153457787,0.5169057731562651
1738144.5,3803.085210282129,0.03,0.2,0.0,20,1048576,2,2097152,8388608,23.0,0.0017381445,1206546406.2395272,0.8288118839263916,8.288118839263916e-10,3.301754620132753,1.0,0.5914342181178454,0.5156292816851533
1764548.4333333333,139334.11941652655,0.03,0.4,0.0,20,1048576,2,2097152,8388608,23.0,0.0017645484333333333,1188492171.9254594,0.841402260462443,8.41402260462443e-10,3.6979177845557576,1.0,0.6795331186998873,0.5081190460569771
1668684.2666666666,2646.0179633219086,0.03,0.6,0.0,20,1048576,2,2097152,8388608,23.0,0.0016686842666666665,1256769804.7451677,0.7956906636555989,7.956906636555989e-10,4.1837570910159005,1.0,0.6035313490900456,0.5301559743836501
1575450.7333333334,3585.5357380576884,0.03,0.8,0.0,20,1048576,2,2097152,8388608,23.0,0.0015754507333333335,1331144132.6780512,0.751233450571696,7.51233450571696e-10,3.606975459848295,1.0,0.6147322664612255,0.54448836885241
1532408.7333333334,11501.297885987575,0.03,1.0,0.0,20,1048576,2,2097152,8388608,23.0,0.0015324087333333334,1368533051.5170212,0.7307094256083171,7.307094256083171e-10,0.6350103677735065,1.0,0.4853119909566338,0.4010936855793608
